04853	0.555111
04853	0.384350
04853	0.595624
04853	0.525797
04853	0.376561
04853	0.558897
04853	0.427534
04853	0.556901
04853	0.518823
04853	0.408820
04853	0.635642
04853	0.403421
04853	0.598802
04853	0.507592
04853	0.353488
04633	0.535600
04633	0.561680
04633	0.672513
04633	0.636850
04633	0.532567
04633	0.473440
04633	0.508962
04633	0.636194
04633	0.549269
04633	0.451863
04633	0.505060
04633	0.524804
04633	0.645101
04633	0.652110
04633	0.482909
04838	0.639505
04838	0.558270
04838	0.610426
04838	0.495551
04838	0.539910
04838	0.640477
04838	0.631131
04838	0.598943
04838	0.607574
04838	0.595175
04838	0.680178
04838	0.655995
04838	0.554698
04838	0.617820
04838	0.473858
04265	0.661680
04265	0.654248
04265	0.590496
04265	0.620615
04265	0.712746
04265	0.720754
04265	0.492915
04265	0.462208
04265	0.614799
04265	0.605778
04265	0.554494
04265	0.551316
04734	0.330382
04734	0.550805
04734	0.568769
04734	0.453972
04734	0.538678
04734	0.345459
04734	0.615654
04734	0.494530
04734	0.653109
04734	0.562566
04734	0.308067
04734	0.523110
04734	0.366114
04734	0.550396
04734	0.447889
04573	0.552163
04573	0.548000
04573	0.477238
04573	0.517840
04573	0.515276
04573	0.365334
04573	0.475834
04573	0.482432
04573	0.406859
04846	0.772915
04846	0.488590
04846	0.729573
04846	0.675826
04846	0.505357
04846	0.719782
04846	0.541365
04846	0.691788
04846	0.586864
04846	0.445772
04846	0.730583
04846	0.544594
04846	0.730380
04846	0.618394
04846	0.430718
04866	0.496335
04866	0.532309
04866	0.510149
04866	0.542880
04866	0.463031
04866	0.475467
04866	0.502908
04866	0.448671
04866	0.511920
04866	0.520740
04866	0.499985
04866	0.506885
04395	0.626732
04395	0.691632
04395	0.522578
04395	0.652191
04395	0.598944
04395	0.640460
04395	0.383288
04395	0.521213
04395	0.620013
04395	0.679332
04395	0.443206
04395	0.599150
04898	0.512783
04898	0.588767
04898	0.360370
04898	0.465774
04898	0.676601
04898	0.659128
04898	0.603789
04898	0.595388
04898	0.639847
04898	0.652638
04898	0.564890
04898	0.594939
04779	0.357786
04779	0.395307
04779	0.410760
04779	0.474260
04779	0.413785
04779	0.429494
04779	0.471594
04779	0.468386
04779	0.405320
04779	0.436490
04779	0.479132
04779	0.485060
04589	0.720199
04589	0.725987
04589	0.490584
04589	0.607605
04589	0.460987
04589	0.714111
04589	0.707688
04589	0.476141
04589	0.548017
04589	0.526035
04589	0.711691
04589	0.719424
04589	0.479529
04589	0.569649
04589	0.473932
04382	0.700538
04382	0.747854
04382	0.679624
04382	0.818835
04382	0.774865
04382	0.711772
04382	0.653834
04382	0.707918
04382	0.639198
04382	0.616571
04382	0.647146
04382	0.640529
04382	0.707473
04382	0.580487
04382	0.515116
04397	0.685019
04397	0.681550
04397	0.565285
04397	0.587369
04397	0.421745
04397	0.695073
04397	0.711490
04397	0.526121
04397	0.533256
04397	0.517393
04397	0.672848
04397	0.686193
04397	0.512581
04397	0.582382
04397	0.446452
04890	0.337809
04890	0.377988
04890	0.389052
04890	0.373589
04890	0.440286
04890	0.409225
04890	0.424347
04890	0.456853
04890	0.457999
04890	0.479474
04890	0.417925
04890	0.463934
04890	0.437067
04890	0.460779
04890	0.480912
04505	0.569635
04505	0.565995
